Source,Dest,Dist,Calls,DweigthCalls
2A25,2B16,1.49009828072,139,207.12366102008002
2A25,2B23,1.92197847706,210,403.6154801826
2A25,2E02,2.97202759206,491,1459.26554770146
2A25,2B02,1.86311964122,171,318.59345864862
2A25,2B03,2.41289147048,83,200.26999204984
2A25,2B17,1.20104101209,364,437.17892840075996
2A25,2B31,2.48310668836,403,1000.6919954090799
2A25,2B32,3.03595473515,208,631.4785849112
2A25,2B11,3.02419443572,230,695.5647202156
2A25,2A18,1.01356147704,798,808.82205867792
2A25,2B12,0.493562763621,649,320.322233590029
2A25,2B07,1.9143671389,1090,2086.660181401
2A25,2B13,1.37380039606,203,278.88148040018
2A25,2B19,2.1037974636,120,252.455695632
2A25,2B25,2.20065878455,168,369.71067580439995
2A25,2B26,2.40775847525,162,390.05687299050004
2A25,2B18,1.00651884573,746,750.86305891458
2A25,2B14,1.86372364372,234,436.11133263048
2A25,2A25,0.0,325,0.0
2A25,2B15,2.36554681633,258,610.31107861314
2A25,2A22,1.63898127768,210,344.1860683128
2A25,2A33,3.1263459226,380,1188.0114505880001
2E48,2E47,0.909914657523,382,347.587399173786
2E48,2E49,0.95002199384,441,418.95969928344
2E48,2E50,0.58480301102,508,297.07992959816
2E48,2E30,1.52088269529,194,295.05124288626
2E48,2J07,2.65270514428,618,1639.37177916504
2E48,2F14,1.89607249025,380,720.507546295
2E48,2J01,1.56065758426,643,1003.50282667918
2E48,2I07,2.4528743529049395,105,257.5518070550186
2E48,2E46,0.624527514846,203,126.779085513738
2E48,2J03,2.14140154385,404,865.1262237153999
2E48,2E17,2.74378555871,25,68.59463896775
2E48,2I04,2.12348001948,335,711.3658065258
2E48,2I02,2.2153116967202653,424,939.2921594093925
2E48,2E27,2.28074890901,6,13.68449345406
2E48,2E26,2.14617893661,0,0.0
2E48,2E32,2.2728011566,663,1506.8671668258
2E48,2E45,0.95105848338,223,212.08604179374
2E48,2I03,1.5482448857596975,527,815.9250547953606
2E48,2E48,0.0,1378,0.0
2E48,2I01,3.1338649782356875,742,2325.3278138508804
2E48,2I05,3.2815766318616597,109,357.6918528729209
2E48,2I06,3.274623289750951,116,379.8563016111103
2E48,2E98,3.73544273236,38,141.94682382968
2E48,2E99,3.41364898206,195,665.6615515016999
2E48,2E97,3.95104503674,888,3508.52799262512
2E48,2E15,6.77697853534,8,54.21582828272
2E48,2E44,1.75647802902,239,419.79824893578
2E48,2E43,3.752143489669035,0,0.0
2E48,2E42,6.77697853534,0,0.0
2I14,2I13,0.99764439951,232,231.45350068631998
2I14,2I09,0.950137098951,794,754.408856567094
2I14,2K01,1.14682733951,1100,1261.5100734609998
2I14,2K06,1.37994786982,774,1068.07965124068
2I14,2I12,1.70723696859,273,466.07569242507
2I14,2I16,2.53670046918,296,750.86333887728
2I14,2I08,1.74449937951,746,1301.39653711446
2I14,2I11,1.46110610187,336,490.93165022832
2I14,2I14,0.0,1973,0.0
2I14,2I15,2.65372049583,248,658.12268296584
2I14,2K09,1.84016709829,405,745.26767480745
2I14,2I10,2.4659178758,419,1033.2195899602
2I14,2I21,6.27631599574,267,1675.77637086258
2I14,2I20,1.5332451124,152,233.05325708479998
2I14,2I25,5.33181769715,883,4707.9950265834495
2I14,2I23,4.38385364554,221,968.8316556643401
2I14,2I19,3.03488161132,184,558.41821648288
2I14,2I24,3.31879230187,242,803.1477370525399
2I14,2K05,1.00649837454,1150,1157.473130721
2D16,2F02,1.34293374073,947,1271.75825247131
2D16,2B27,1.64705761329,243,400.23500002947003
2D16,2D10,1.24623063775,324,403.77872663100004
2D16,2F04,2.1573861817,188,405.58860215960004
2D16,2F00,0.728827548589,963,701.860929291207
2D16,2G07,2.0910894765,297,621.0535745205
2D16,2G06,1.28727916949,390,502.0388761011
2D16,2G10,1.36808281288,420,574.5947814096
2D16,2G03,1.13159755505,213,241.03027922565
2D16,2D15,1.19348274767,813,970.30147385571
2D16,2H02,3.58663064401,167,598.96731754967
2D16,2H13,5.82470195189,498,2900.70157204122
2D16,2H12,5.93425811304,174,1032.56091166896
2D16,2G01,0.293745174736,1051,308.72617864753596
2D16,2D17,0.559693045827,428,239.54862361395598
2D16,2D16,0.0,770,0.0
2D16,2A27,7.168025854067418,0,0.0
2D16,2G02,0.405600224802,1869,758.066820154938
2D16,5C03,7.04513330968,27,190.21859936136
2D16,2G00,1.46919097412,310,455.4492019772
2D16,2G04,1.71307655628,460,788.0152158888001
2D16,2C06,6.51215900748,26,169.31613419448001
2D16,2C11,7.18138168834,0,0.0
2D16,2A26,5.71777559042,0,0.0
2D16,2H14,6.23250001639,598,3727.0350098012204
2D16,5C02,6.81847846361,23,156.82500466303
2D16,2H01,3.53484140438,166,586.78367312708
2D16,2G08,2.64020188469,361,953.1128803730901
2L29,2J06,4.66250355501,250,1165.6258887525
2L29,2J10,3.59048733995,1283,4606.59525715585
2L29,2L13,4.17038438175,234,975.8699453295
2L29,2J05,4.95732142127,124,614.70785623748
2L29,2J02,5.09631601405,409,2084.3932497464502
2L29,2G11,5.4752489442,119,651.5546243598
2L29,2G09,5.64271352068,1,5.64271352068
2L29,2J08,3.97590029281,126,500.96343689406
2L29,2L06,4.04184552021,525,2121.96889811025
2L29,2G16,5.24546562639,1036,5434.302388940039
2L29,2G17,5.42554112133,1088,5902.98874000704
2L29,2J09,4.18785654346,941,3940.7730073958596
2L29,2G13,6.50692047844,58,377.40138774952
2L29,2G05,6.30075858153,312,1965.83667743736
2L29,2L07,3.80170138637,237,901.00322856969
2L29,2L10,5.23342335556,114,596.61026253384
2L29,2L01,5.21358158005,228,1188.6966002514
2L29,2H30,3.64899765966,609,2222.23957473294
2L29,2G12,5.50093470694,495,2722.9626799353
2L29,2L29,0.0,544,0.0
2L29,2H27,5.28826101633,733,3876.29532496989
2L29,2L32,0.960687666637,234,224.800913993058
