source,dest,dist,calls,cost
1162,1162,0.0,1074,0.0
1162,1163,0.680191885144,791,538.031781148904
1162,1164,0.763394184599,805,614.532318602195
1162,1165,0.416783391007,1239,516.394621457673
1162,1166,0.763662475404,636,485.689334356944
1162,1167,1.35884440419,803,1091.15205656457
1162,1202,1.1066150728,287,317.59852589359997
1162,1299,1.04071785605,669,696.24024569745
1162,1300,1.6509036482,302,498.5729017564
1162,1315,1.76582028675,544,960.6062359919999
1162,1316,2.15732371989,396,854.30019307644
1162,1369,1.94404807284,913,1774.91589050292
1162,1370,1.33435061743,186,248.18921484197998
1162,1371,1.607577353,527,847.193265031
1162,1374,2.24863846903,234,526.1814017530199
1171,1117,1.34397285509,246,330.61732235214004
1171,1124,1.45636100644,214,311.66125537816004
1171,1125,1.23545702359,102,126.01661640617999
1171,1126,0.82757725715,708,585.9246980621999
1171,1131,2.20123832514,419,922.31885823366
1171,1143,1.25705181256,2645,3324.9020442212004
1171,1144,2.33992554559,168,393.10749165912
1171,1171,0.0,2116,0.0
1171,1179,1.41379077486,460,650.3437564356
1171,1180,1.85669699776,66,122.54200185216
1171,1219,2.56710010555,585,1501.75356174675
1171,1220,1.93835714094,609,1180.45949883246
1171,1239,1.74919949649,357,624.4642202469299
1171,1250,1.69742386576,663,1125.39202299888
1171,1252,1.33454292744,1192,1590.77516950848
1171,1272,2.51114719879,188,472.09567337251997
1240,1054,2.243483704,321,720.158268984
1240,1064,0.968499362294,270,261.49482781938
1240,1065,1.2332526322,234,288.5811159348
1240,1075,1.96922509356,327,643.93660559412
1240,1076,1.23686385072,249,307.97909882928
1240,1077,0.954867303492,464,443.058428820288
1240,1154,1.22458627027,96,117.56028194592001
1240,1159,2.36512733713,263,622.02848966519
1240,1183,1.10471377065,525,579.97472959125
1240,1198,1.63234663145,652,1064.2900037053998
1240,1199,3.0844205192263736,14,43.18188726916923
1240,1214,0.651924329047,1232,803.170773385904
1240,1215,0.152703726717,237,36.190783231929
1240,1216,1.47950138934,126,186.41717505684
1240,1240,0.0,609,0.0
1240,1296,0.943300889472,1552,1464.002980460544
1240,1297,1.512827547,483,730.695705201
1240,1298,1.53808095483,190,292.2353814177
1240,1317,2.98876366397,100,298.87636639699997
1240,1353,2.31552177484,398,921.5776663863201
1240,1358,2.11111420269,642,1355.33531812698
1240,1359,2.1335523214,119,253.89272624659998
1240,1360,2.28778067266,177,404.93717906082
1240,1361,1.58266788599,477,754.9325816172301
1240,1362,1.64139926447,733,1203.14566085651
1240,1363,1.39512678959,143,199.50313091137
1277,1059,1.09832950072,794,872.0736235716801
1277,1060,0.909914657523,382,347.587399173786
1277,1061,0.95002199384,441,418.95969928344
1277,1120,0.58480301102,508,297.07992959816
1277,1134,1.64019192688,106,173.86034424928
1277,1135,1.52088269529,194,295.05124288626
1277,1138,2.397522199,409,980.586579391
1277,1139,2.65270514428,618,1639.37177916504
1277,1140,1.89607249025,380,720.507546295
1277,1155,1.56065758426,643,1003.50282667918
1277,1158,2.4528743529049395,105,257.5518070550186
1277,1169,2.7926067105099452,7,19.54824697356962
1277,1170,0.624527514846,203,126.779085513738
1277,1191,2.32466701461,324,753.19211273364
1277,1192,2.14140154385,404,865.1262237153999
1277,1221,2.74378555871,25,68.59463896775
1277,1230,2.12348001948,335,711.3658065258
1277,1231,2.215311696720265,424,939.2921594093923
1277,1232,2.28074890901,6,13.68449345406
1277,1251,0.95105848338,223,212.08604179374
1277,1276,1.5482448857596975,527,815.9250547953606
1277,1277,0.0,1378,0.0
1277,1291,3.1338649782356875,742,2325.3278138508804
1277,1292,3.2815766318616597,109,357.6918528729209
1277,1293,3.274623289750951,116,379.8563016111103
1277,1294,4.0543260905,248,1005.472870444
1277,1349,1.75647802902,239,419.79824893578
1277,1350,3.86652347047,419,1620.07333412693
1277,1351,4.29858985602,267,1147.7234915573401
1278,1055,2.87803554558,210,604.3874645718
1278,1056,3.19649650954,306,978.12793191924
1278,1057,0.99764439951,232,231.45350068631998
1278,1058,2.7483925778,145,398.51692378099995
1278,1062,1.49821598689,250,374.5539967225
1278,1063,1.05509423122,1283,1353.68589865526
1278,1121,1.14682733951,1100,1261.5100734609998
1278,1122,1.37994786982,774,1068.07965124068
1278,1137,1.79303385316,124,222.33619779184002
1278,1152,1.70723696859,273,466.07569242507
1278,1153,2.53670046918,296,750.86333887728
1278,1156,1.74449937951,746,1301.39653711446
1278,1157,1.46110610187,336,490.93165022832
1278,1278,0.0,1973,0.0
1278,1301,1.84016709829,405,745.26767480745
1278,1352,1.5332451124,152,233.05325708479998
1278,1364,5.33181769715,883,4707.9950265834495
1278,1365,4.38385364554,221,968.8316556643401
1278,1366,3.03488161132,184,558.41821648288
1278,1367,3.31879230187,242,803.1477370525399
1278,1368,1.00649837454,1150,1157.473130721
1281,1069,1.34293374073,947,1271.75825247131
1281,1084,2.03261243821,168,341.47888961928004
1281,1085,1.64705761329,243,400.23500002947003
1281,1113,1.74685623516,482,841.9847053471201
1281,1130,2.1573861817,188,405.58860215960004
1281,1132,0.728827548589,963,701.860929291207
1281,1142,1.52529303981,1,1.52529303981
1281,1204,1.28727916949,390,502.0388761011
1281,1205,1.36808281288,420,574.5947814096
1281,1206,1.18341757775,312,369.226284258
1281,1217,1.13159755505,213,241.03027922565
1281,1218,1.19348274767,813,970.30147385571
1281,1248,1.47776991749,403,595.5412767484701
1281,1249,1.17019878453,208,243.40134718224
1281,1264,2.08023992765,162,336.99886827930004
1281,1274,0.293745174736,1051,308.72617864753596
1281,1280,0.559693045827,428,239.54862361395598
1281,1281,0.0,770,0.0
1281,1302,0.405600224802,1869,758.066820154938
1281,1306,1.46919097412,310,455.4492019772
1281,1307,1.71307655628,460,788.0152158888001
1281,1324,1.87830069225,250,469.5751730625
1284,1092,1.86025518881,319,593.4214052303901
1284,1093,2.38181628202,207,493.03597037814
1284,1095,2.68062009675,406,1088.3317592805
1284,1098,4.05198031762,666,2698.61889153492
1284,1099,3.27038283896,433,1416.07576926968
1284,1100,0.770981969238,121,93.288818277798
1284,1101,2.86598824753,114,326.72266021842
1284,1102,1.69271689513,168,284.37643838184
1284,1104,2.94835044534,104,306.62844631536
1284,1105,2.01634367301,269,542.3964480396901
1284,1106,2.71841919376,170,462.1312629392
1284,1107,1.92182290034,232,445.86291287888
1284,1110,3.40922602578,164,559.1130682279199
1284,1111,1.99173900953,277,551.71170563981
1284,1127,1.97450574376,163,321.84443623288
1284,1175,1.30505417537,142,185.31769290254
1284,1234,3.63705079627,42,152.75613344334
1284,1238,3.4971450866,0,0.0
1284,1241,3.34795092302,489,1637.14800135678
1284,1242,2.83938974109,431,1223.77697840979
1284,1243,0.623586754093,75,46.769006556975
1284,1275,2.82309853128,186,525.09632681808
1284,1284,0.0,26,0.0
1284,1285,11.081000219156737,0,0.0
1284,1289,3.25446348516,42,136.68746637672
1284,1304,2.08116562912,27,56.19147198624
1284,1308,1.68363447706,360,606.1084117416
1284,1312,3.26163521059,89,290.28553374251004
1284,1313,0.638946124093,190,121.39976357767
1284,1314,9.76782416055,0,0.0
1284,1326,1.67127545954,268,447.90182315671996
1284,1328,2.01161542937,530,1066.1561775661
1284,1329,3.61313900487,218,787.66430306166
1284,1330,2.18580316609,321,701.64281631489
1284,1331,3.73720407582,187,698.85716217834
1284,1333,3.0791902530906325,6,18.475141518543793
1284,1334,1.15628546588,1013,1171.3171769364399
1284,1335,1.46165231694,226,330.33342362844
1284,1338,2.20986120242,52,114.91278252584
1284,1339,2.69508887682,42,113.19373282644
1284,1340,2.76758881653,26,71.95730922978
1284,1341,3.15330284744,231,728.41295775864
1284,1342,2.09771635304,96,201.38076989184
1284,1343,3.1642185659,0,0.0
1284,1345,0.663088306478,217,143.890162505726
1284,1347,9.41538662115,0,0.0
1284,1376,2.46126936041,23,56.609195289430005
1284,1377,3.26542140611,21,68.57384952831
1284,1305,0.25150082511,111,27.91659158721
1284,1327,3.45508154917,411,1420.03851670887
1284,1373,0.770435610421,347,267.341156816087
1284,1375,1.15164153677,0,0.0
